Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
91,Amazon USA,Roland Foods,Amazon USA,Amazon USA_20190523_124487,Product_20190523_79421,Product,Product,2019 Q1,B00CAQKP98,Roland Foods,Company,https://www.amazon.com/dp/B00CAQKP98,"Roland Quinoa, White, 12 Ounce","Roland Quinoa, White, 12 Ounce","About the product 1) Roland Quinoa is great as part of a main dish, a side dish, and in soups or salads. 2) Has a delicate, neutral taste and is prewashed and ready-to-use, expands four times it original size, and only takes half the time of regular rice to cook! 3) It is a complete protein containing all eight essential amino acids, higher in unsaturated fats, lower in carbohydrates than most grains, nutritious, high in fiber, and full of vitamins and minerals. 4)Treat quinoa like rice and prepare it using 2 cups of liquid to 1 cup of quinoa, cover and simmer, fluff, and enjoy! More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Quinoa,,Yes,,Yes,Quinoa,USA,4,Amazon Products,,B00CAQKP98,0.611903916
1,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_126404,Product_20190523_81338,Product,Product,2019 Q1,B004T33HE0,Lundberg,Company,https://www.amazon.com/dp/B004T33HE0,RISOTTO GRLC PRIM LF 5.5OZ,Flavor: Garlic Primavera | Size: 5.5 Ounce Creamy rice entree in Italian tradition.,About the product Gluten free Garlic Primavera More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,3,Amazon Products,,B004T33HE0,0.917848087
1,Amazon USA,Manitou Trading Company,Amazon USA,Amazon USA_20190523_127501,Product_20190523_82435,Product,Product,2019 Q1,B010TVKNBK,Manitou Trading Company,Company,https://www.amazon.com/dp/B010TVKNBK,"Spinach Florentine Risotto by Manitou Trading Company, 7.5 Oz Quad Seal (Case of 6)",We mix absorbent Arborio rice and spinach with aromatics and traditional seasoning for the exceptional rice blend of our Spinach Florentine Flavor-Ready Risotto Rice.,"About the product Spinach Florentine Flavor-Ready Risotto Rice combines premium short grain rice, fragrant spinach and subtle spices for a convenient way to achieve a classic Italian flavor in risottos We mix absorbent Arborio rice and spinach with aromatics and traditional seasoning for an exceptional rice blend with the flavor of Florence Highest quality traditional risotto rice, Arborio Rice, is blended with fragrant spinach and spices Add healthy serving of steamed vegetables for hearty vegetarian meal Gluten Free, Non-GMO, KOF-K Kosher Certified, All Natural More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,5,Amazon Products,,B010TVKNBK,0.993236651
0,Amazon USA,Tasty Bite,Amazon USA,Amazon USA_20190523_126069,Product_20190523_81003,Product,Product,2019 Q1,B0755PDS9X,Tasty Bite,Company,https://www.amazon.com/dp/B0755PDS9X,"Tasty Bite Heat & Eat Rice Side Dish 3 Flavor Variety Bundle, 1 each: Organic Basmati, Moroccan Pilaf, Basil Chili (8.8 Ounces)","Tasty Bite Rices are preservative free. These flavorful rice dishes go great with grilled vegetables, meat or tofu. Simply heat and enjoy!","About the product Packaging may vary; Microwavable pouches Gluten free, Kosher and with no preservatives Fully cooked Easy to prepare This item is not a manufacturer-created variety pack and will not be sent in the original manufacturer’s packaging More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B0755PDS9X,0.69253798
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_128875,Product_20190523_83809,Product,Product,2019 Q1,B005GTVXSS,Lundberg,Company,https://www.amazon.com/dp/B005GTVXSS,Lundberg Risotto Crm Parmsn Gf,,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,,Amazon Products,,B005GTVXSS,0.068429328
0,Amazon USA,Bamboe,Amazon USA,Amazon USA_20190523_124394,Product_20190523_79328,Product,Product,2019 Q1,B00886L3Y0,Bamboe,,https://www.amazon.com/dp/B00886L3Y0,bamboe nasi goreng - indonesian fried rice (1.4oz) [24 units] (8992735210095),Bamboe Nasi Goreng - Indonesian Fried Rice (1.4oz) [24 units]. 8992735210095,About the product Nasi Goreng - Indonesian Fried Rice Authentic spice paste to make your own authentic Indonesian Fried Rice Just add Shrimp/Chicken and stir in with your Fried Rice 4 servings per packet - Ready in Minutes :) Product of Indonesia - Sold as pack of 24 (1.4 Oz packet X 24) More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Dirty Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00886L3Y0,0.883486008
1,Amazon USA,Rice-A-Roni,Amazon USA,Amazon USA_20190523_121950,Product_20190523_76884,Product,Product,2019 Q1,B00DVXXN34,Rice A Roni,Company,https://www.amazon.com/dp/B00DVXXN34,"Rice-A-Roni Chicken Rice Blend, 1.97 Ounce",rice-a-roni Foods Single Serve Tasse,"Über das Produkt Die San Francisco behandeln Köche in 3,5 Minuten – nur Wasser hinzufügen Weitere",Grocery & Gourmet Food › Pantry Staples › Konserven & Eingelegtes › Fertiggerichte › Reisgerichte › Gewürzreis,,Yes,,Yes,General Rice,USA,1,Amazon Products,,B00DVXXN34,0.774850653
185,Amazon USA,Modern Oats,Amazon USA,Amazon USA_20190523_124214,Product_20190523_79148,Product,Product,2019 Q1,B00IIZP8FG,Modern Oats,Company,https://www.amazon.com/dp/B00IIZP8FG,Modern Oats All Natural Oatmeal Cups - Variety Pack 2.6 oz (Pack of 12),"Flavor: Variety Pack | Size: Pack of 12 What's so modern about Modern Oats? We start by selecting only the most nutrient and protein rich, non-genetically modified, and certified gluten-free whole rolled oats from smaller, family run farms throughout the upper Midwest of North America. After the groats are steamed and sized, we then blend with the finest, juiciest, antioxidant rich super fruits, omega 3 rich nuts and seeds, and lightly sweetened with only a touch of the purest cane sugar to craft the most delicious, healthy, modern blends of oatmeal found today. Healthy, Delicious and Fast Modern Oats convenient single serving cups make a quick healthy breakfast on the go possible. To prepare Modern Oats oatmeal, simply add boiling water to cover the oats. Let steep for 3 minutes, stir well and enjoy!","About the product 12 pack comes with 2 cups each of 6 gourmet flavors: 5 Berry, Apple Walnut, Goji Blueberry, Nuts & Seeds, Vermont Maple and Coconut Almond All natural gluten-free oatmeal Good source of fiber and protein Healthy, delicious and fast Breakfast on the go More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,3.8,Amazon Products,,B00IIZP8FG,0.153501329
27,Amazon USA,Gf Harvest,Amazon USA,Amazon USA_20190523_125082,Product_20190523_80016,Product,Product,2019 Q1,B00BN9GEKC,GF Harvest,Company,https://www.amazon.com/dp/B00BN9GEKC,"GF Harvest Gluten Free Groats, 5 Pound","Size: 1 Count Our goal is that all families can find gluten free products they can trust. We personally know the severe reaction one can have if cross-contaminated with compromised products. Three generations of our family have celiac disease and are on a GF diet since 1990. 100% whole grain, organic oat groats for a heartier healthy start to your day or for use in your favorite recipes. Taste the difference of our uncontaminated, fresh roasted flavor that comes from our steamed, shelf stable process. Our groats are safe for those who are gluten intolerant or anyone desiring a high quality product.","About the product Whole grain, certified Gluten Free, Oat Groats. 100% whole grain, natural oats. Groats are the whole oat center, uncut. Use as a rice substitute in your favorite recipes. Taste the difference of our uncontaminated, fresh roasted flavor that comes from our steamed, shelf stable processes. 5 lb bag (80 oz / 2.267 kg) Certified Gluten-Free. Certified Non-GMO. Tested to be under 10 PPM gluten content. Trust From The Start . We achive this through strict processes, not by gluten averaging, or other statistical games like most other manufacturers. Kosher certified. Processed in a dedicated gluten-free mill and packaging facility. Always from seed and fields harvested under a strict purity protocol. Our facility is WHEAT, PEANUT, and SOY free. GF Harvest oat products are safe for those who are diagnosed celiac, gluten intolerant, or anyone desiring a high quality gluten-free product. Learn more at pure.gfharvest.com. More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Nope;Yes,,Yes,Oats,USA,4.5,Amazon Products,,B00BN9GEKC,0.679450302
0,Amazon USA,Casa Mexicana,Amazon USA,Amazon USA_20190523_121828,Product_20190523_76762,Product,Product,2019 Q1,B0147GRPAU,Casa Mexicana,,https://www.amazon.com/dp/B0147GRPAU,"Casa Mexicana Mexican White Rice Mix, 8 oz (Pack of 3)","Enjoy the authentic recipes of Mexico with Casa MexicanaTM Rice— delicious, true flavors that are all-natural and easy to prepare!",About the product Authentic Seasoning Mix All Natural No MSG No Hydrogenated Fat No Artificial Preservatives More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,White Rice,USA,,Amazon Products,,B0147GRPAU,0.580745008
0,Amazon USA,Mccann's,Amazon USA,Amazon USA_20190523_121178,Product_20190523_76112,Product,Product,2019 Q1,B07PYN94QC,McCann's,Company,https://www.amazon.com/dp/B07PYN94QC,McCann's Irish Oatmeal - Steel Cut Oatmeal (12-24 oz canister) - 100% Whole Grains,"McCann's steel cut Oatmeal is a natural product made only from the whole grain of Irish Oats. These oats are specifically grown and harvested for McCann's by local Irish farmers in accordance with a strict quality assurance program. All McCann's oatmeal products are made from 100% whole grains, leaving all the natural goodness.",,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,,Amazon Products,,B07PYN94QC,0.899694809
0,Amazon USA,Evaxo,Amazon USA,Amazon USA_20190523_121826,Product_20190523_76760,Product,Product,2019 Q1,B07RGWF85X,EVAXO,Brand,https://www.amazon.com/dp/B07RGWF85X,Expect More Vigo Red Beans & Rice 8 oz pack of 6#p,"Stove top instructions: In a large saucepan with tight fitting lid bring 3 & 1/2 cups of water to a boil. Add 1 tablespoon of butter or margarine (optional). Then 1 pkg. Vigo red beans and rice, stirring while boiling for 1 minute. Cover saucepan tightly. Reduce heat to simmer, cook for 20-25 minutes. Fluff and serve. This product makes its own gravy. For drier rice, use 3 & 1/4 cups of water. The ""big easy"" recipe. Serving suggestion for a one-dish meal: add 1/2 lb. sliced smoked sausage or smoked ham at the same time rice is added. Microwave directions: Combine contents of this package, 3 & 3/4 cups hot tap water and 1 tablespoon butter or margarine (optional) in a 1-1/2 quart microwave casserole dish. Cover and microwave on high for 22 minutes. Stir. Let stand, covered for 5 minutes. Serve.",About the product Beans & Rice More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,Kidney/Red Beans,USA,,Amazon Products,,B07RGWF85X,0.753396069
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_156164,Product_20190523_111098,Product,,2019 Q1,B01N1IZZO2,Lundberg,Company,https://www.amazon.com/dp/B01N1IZZO2,"Lundberg Family Farms Eco-Farmed Gourmet Black Japonica Field Blend Rice, 16 oz","Juicy with a nutty, mushroom-like flavor energized with an exotic sweet spiciness, brought to you exclusively from Lundberg Family Farms. A good-looking whole grain brown rice blend of short grain black rice and medium grain mahogany rice originates from Japanese seeds.","About the product Growing delicious, healthful, gourmet rice and rice blends is our specialty More",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Brown,,Yes,,Yes,General Rice,USA,,Amazon by ASIN,,B01N1IZZO2,0.041468913
0,Amazon USA,Bee food,Amazon USA,Amazon USA_20190523_128003,Product_20190523_82937,Product,Product,2019 Q1,B0114ELITC,Bee food,,https://www.amazon.com/dp/B0114ELITC,Bee-friendly white Gayu 250gX10 bags,"Rice was raised plump and cook, using a solar salt, friendly white Gayu finished in elegant bland. Bee food was founded as Yakushu wholesaler, it is then manufacturer was the first to manufacture the curry powder in Japan. Even now, in its own production method utilizing the spice of aroma and characteristics, we deliver the taste of bee food unique.","About the product Ingredients: Rice (domestic), salt Product size (height x depth x width): 180.0mmX18 More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B0114ELITC,0.491145104
70,Amazon USA,Minsley,Amazon USA,Amazon USA_20190523_114809,Product_20190523_69743,Product,Product,2019 Q1,B005J6AGKY,Minsley,,https://www.amazon.com/Minsley-Percent-Organic-Microwave-7-4-Ounce/dp/B005J6AGKY/ref=lp_6499444011_1_9_s_it/135-4950193-5601728?s=grocery&ie=UTF8&qid=1556689199&sr=1-9,"Minsley Cooked Brown Rice Bowl, 100 Percent Organic,...",Fully Cooked Organic Brown Rice Bowl - ready in 90 seconds,About the product Fully cooked organic brown rice bowl Ready in 90 seconds Organic and gluten free No Cholesterol and no preservatives Vegetarian More,"Grocery & Gourmet Food › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Rice Bowls",,Yes,,Yes,Wholegrain/Brown Rice,USA,,Amazon Products,,B005J6AGKY,0.307554061
0,Amazon USA,Rice-A-Roni,Amazon USA,Amazon USA_20190523_124341,Product_20190523_79275,Product,Product,2019 Q1,B00IFBPAE2,Rice A Roni,Company,https://www.amazon.com/dp/B00IFBPAE2,Rice-A-Roni BEEF Flavor 6.8oz (18 pack),"Ingredients: RICE, WHEAT FLOUR, DURUM WHEAT SEMOLINA, SALT, ONIONS*, HYDROLYZED PROTEIN (CORN, SOY AND WHEAT), CARROTS*, SUGAR, MONOSODIUM GLUTAMATE, CARAMEL COLOR, BEEF BROTH*, NATURAL FLAVOR, GARLIC*, AUTOLYZED YEAST EXTRACT*, HYDROLYZED GLUTEN (WHEAT AND CORN) AND HYDROLYZED SOY PROTEIN, DISODIUM INOSINATE, NIACIN, DISODIUM GUANYLATE, FERRIC ORTHOPHOSPHATE, FERROUS SULFATE, THIAMIN MONONITRATE, MILK, FOLIC ACID, RIBOFLAVIN. | *DRIED. | CONTAINS WHEAT, SOY AND MILK INGREDIENTS.","About the product 18 - 6.8oz Boxes of BEEF Flavor by Rice-A-Roni A family favorite! Rice-A-Roni® Beef flavor blends rice and vermicelli with beef broth, onions, carrots, garlic and other natural flavors to create a savory and satisfying side dish. It's the perfect complement to your family's favorite beef recipes. More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00IFBPAE2,0.660028557
0,Amazon USA,Ustad Banne Nawab's,Amazon USA,Amazon USA_20190523_121011,Product_20190523_75945,Product,Product,2019 Q1,B00303PT3W,Ustad Banne Nawab's,,https://www.amazon.com/dp/B00303PT3W,"Ethinic Vegetable Biryani Masala(2.29oz., 65g)",Spice Mix For Vegetables And Rice Casserole,About the product BANNE NAWAB'S VEGETABLE BIRYANI MASALA 65G More,,,Yes,,Yes,General Rice,USA,,Amazon Products,,B00303PT3W,0.886032757
